trainSize,testSize,dimention,selRatio,model,measure,value,method,dataset,noise,train_seed,fullset_value
128,1625,18,0.02,RF,time(s),49.49264455,LSH_IS_F_alpha,mushroom,na,5,122.3876591
213,1060,2,0.05,RF,time(s),52.25030136,LSH_IS_F_alpha,banana,na,1,136.7024851
213,1060,2,0.05,RF,time(s),52.58839774,LSH_IS_F_alpha,banana,na,2,136.7623265
213,1060,2,0.05,RF,time(s),50.98067117,LSH_IS_F_alpha,banana,na,3,136.6456132
212,1060,2,0.05,RF,time(s),50.92480826,LSH_IS_F_alpha,banana,na,4,137.0993924
213,1060,2,0.05,RF,time(s),51.01756024,LSH_IS_F_alpha,banana,na,5,136.6446397
295,1480,20,0.05,RF,time(s),66.92705274,LSH_IS_F_alpha,ringnorm,na,1,790.1611729
297,1480,20,0.05,RF,time(s),65.91672921,LSH_IS_F_alpha,ringnorm,na,2,792.040168
297,1480,20,0.05,RF,time(s),69.97287631,LSH_IS_F_alpha,ringnorm,na,3,789.6126657
295,1480,20,0.05,RF,time(s),67.04669857,LSH_IS_F_alpha,ringnorm,na,4,792.286485
299,1480,20,0.05,RF,time(s),65.3981154,LSH_IS_F_alpha,ringnorm,na,5,791.8935609
297,1480,20,0.05,RF,time(s),63.26281834,LSH_IS_F_alpha,twonorm,na,1,764.2535372
297,1480,20,0.05,RF,time(s),65.13182163,LSH_IS_F_alpha,twonorm,na,2,763.6112542
295,1480,20,0.05,RF,time(s),62.87087512,LSH_IS_F_alpha,twonorm,na,3,753.8703201
296,1480,20,0.05,RF,time(s),63.03342676,LSH_IS_F_alpha,twonorm,na,4,766.1065779
297,1480,20,0.05,RF,time(s),62.90078235,LSH_IS_F_alpha,twonorm,na,5,751.6462796
369,1846,7,0.05,RF,time(s),54.28785062,LSH_IS_F_alpha,employee_salaries,na,1,207.3993003
370,1846,7,0.05,RF,time(s),54.94606018,LSH_IS_F_alpha,employee_salaries,na,2,209.0508816
368,1846,7,0.05,RF,time(s),56.58567595,LSH_IS_F_alpha,employee_salaries,na,3,211.5820994
368,1846,7,0.05,RF,time(s),54.69473791,LSH_IS_F_alpha,employee_salaries,na,4,200.1706319
370,1846,7,0.05,RF,time(s),55.53747797,LSH_IS_F_alpha,employee_salaries,na,5,206.99737
54,275,4,0.05,RF,time(s),48.42948055,LSH_IS_F_alpha,BankNote_Authentication,na,1,75.86717081
53,275,4,0.05,RF,time(s),48.08440399,LSH_IS_F_alpha,BankNote_Authentication,na,2,76.02472544
53,275,4,0.05,RF,time(s),48.18015456,LSH_IS_F_alpha,BankNote_Authentication,na,3,75.94892812
54,275,4,0.05,RF,time(s),48.29687524,LSH_IS_F_alpha,BankNote_Authentication,na,4,75.91003203
54,275,4,0.05,RF,time(s),48.29286027,LSH_IS_F_alpha,BankNote_Authentication,na,5,75.89507174
310,1561,25,0.05,RF,time(s),64.15244865,LSH_IS_F_alpha,colleges,na,1,639.1794162
312,1561,25,0.05,RF,time(s),65.21958709,LSH_IS_F_alpha,colleges,na,2,642.6162198
312,1561,25,0.05,RF,time(s),64.54937983,LSH_IS_F_alpha,colleges,na,3,646.2036498
312,1561,25,0.05,RF,time(s),64.26410961,LSH_IS_F_alpha,colleges,na,4,642.1654255
311,1561,25,0.05,RF,time(s),65.38414073,LSH_IS_F_alpha,colleges,na,5,644.984849
640,3200,8,0.05,RF,time(s),58.40081501,LSH_IS_F_alpha,url_spam,na,1,233.5549927
639,3200,8,0.05,RF,time(s),58.52648616,LSH_IS_F_alpha,url_spam,na,2,233.7833471
639,3200,8,0.05,RF,time(s),58.3120842,LSH_IS_F_alpha,url_spam,na,3,233.0329099
639,3200,8,0.05,RF,time(s),58.40779662,LSH_IS_F_alpha,url_spam,na,4,233.441787
639,3200,8,0.05,RF,time(s),58.47363496,LSH_IS_F_alpha,url_spam,na,5,234.2740495
599,2996,14,0.05,RF,time(s),78.12507463,LSH_IS_F_alpha,eegEyeState,na,1,777.7245896
606,2996,14,0.05,RF,time(s),80.01901937,LSH_IS_F_alpha,eegEyeState,na,2,777.7445583
600,2996,14,0.05,RF,time(s),78.64568806,LSH_IS_F_alpha,eegEyeState,na,3,774.2658679
593,2996,14,0.05,RF,time(s),77.86776209,LSH_IS_F_alpha,eegEyeState,na,4,772.0168886
600,2996,14,0.05,RF,time(s),79.2421205,LSH_IS_F_alpha,eegEyeState,na,5,773.0820417
325,1625,18,0.05,RF,time(s),52.12958646,LSH_IS_F_alpha,mushroom,na,1,
323,1625,18,0.05,RF,time(s),52.12659788,LSH_IS_F_alpha,mushroom,na,2,123.3740289
325,1625,18,0.05,RF,time(s),52.0837214,LSH_IS_F_alpha,mushroom,na,3,124.5986993
323,1625,18,0.05,RF,time(s),52.16449928,LSH_IS_F_alpha,mushroom,na,4,123.0359225
325,1625,18,0.05,RF,time(s),52.20339155,LSH_IS_F_alpha,mushroom,na,5,122.3876591
423,1060,2,0.1,RF,time(s),55.02184868,LSH_IS_F_alpha,banana,na,1,136.7024851
425,1060,2,0.1,RF,time(s),57.60890722,LSH_IS_F_alpha,banana,na,2,136.7623265
423,1060,2,0.1,RF,time(s),55.17843962,LSH_IS_F_alpha,banana,na,3,136.6456132
423,1060,2,0.1,RF,time(s),55.01388001,LSH_IS_F_alpha,banana,na,4,137.0993924
423,1060,2,0.1,RF,time(s),55.47166252,LSH_IS_F_alpha,banana,na,5,136.6446397
591,1480,20,0.1,RF,time(s),94.67681861,LSH_IS_F_alpha,ringnorm,na,1,790.1611729
591,1480,20,0.1,RF,time(s),93.11399031,LSH_IS_F_alpha,ringnorm,na,2,792.040168
592,1480,20,0.1,RF,time(s),92.61130786,LSH_IS_F_alpha,ringnorm,na,3,789.6126657
591,1480,20,0.1,RF,time(s),92.76691175,LSH_IS_F_alpha,ringnorm,na,4,792.286485
592,1480,20,0.1,RF,time(s),92.86664438,LSH_IS_F_alpha,ringnorm,na,5,791.8935609
593,1480,20,0.1,RF,time(s),88.60105968,LSH_IS_F_alpha,twonorm,na,1,764.2535372
593,1480,20,0.1,RF,time(s),90.63963985,LSH_IS_F_alpha,twonorm,na,2,763.6112542
592,1480,20,0.1,RF,time(s),89.48868585,LSH_IS_F_alpha,twonorm,na,3,753.8703201
591,1480,20,0.1,RF,time(s),89.78585768,LSH_IS_F_alpha,twonorm,na,4,766.1065779
592,1480,20,0.1,RF,time(s),89.97139382,LSH_IS_F_alpha,twonorm,na,5,751.6462796
738,1846,7,0.1,RF,time(s),65.09990644,LSH_IS_F_alpha,employee_salaries,na,1,207.3993003
738,1846,7,0.1,RF,time(s),65.67935705,LSH_IS_F_alpha,employee_salaries,na,2,209.0508816
737,1846,7,0.1,RF,time(s),65.85787582,LSH_IS_F_alpha,employee_salaries,na,3,211.5820994
738,1846,7,0.1,RF,time(s),65.56067514,LSH_IS_F_alpha,employee_salaries,na,4,200.1706319
739,1846,7,0.1,RF,time(s),65.28342676,LSH_IS_F_alpha,employee_salaries,na,5,206.99737
110,275,4,0.1,RF,time(s),50.74429727,LSH_IS_F_alpha,BankNote_Authentication,na,1,75.86717081
108,275,4,0.1,RF,time(s),50.76723313,LSH_IS_F_alpha,BankNote_Authentication,na,2,76.02472544
109,275,4,0.1,RF,time(s),50.68544936,LSH_IS_F_alpha,BankNote_Authentication,na,3,75.94892812
109,275,4,0.1,RF,time(s),50.78319073,LSH_IS_F_alpha,BankNote_Authentication,na,4,75.91003203
109,275,4,0.1,RF,time(s),51.0923667,LSH_IS_F_alpha,BankNote_Authentication,na,5,75.89507174
624,1561,25,0.1,RF,time(s),90.88897395,LSH_IS_F_alpha,colleges,na,1,639.1794162
623,1561,25,0.1,RF,time(s),90.54287028,LSH_IS_F_alpha,colleges,na,2,642.6162198
620,1561,25,0.1,RF,time(s),90.67251897,LSH_IS_F_alpha,colleges,na,3,646.2036498
625,1561,25,0.1,RF,time(s),89.79486179,LSH_IS_F_alpha,colleges,na,4,642.1654255
624,1561,25,0.1,RF,time(s),87.22175455,LSH_IS_F_alpha,colleges,na,5,644.984849
1281,3200,8,0.1,RF,time(s),69.17998886,LSH_IS_F_alpha,url_spam,na,1,233.5549927
1280,3200,8,0.1,RF,time(s),68.95659304,LSH_IS_F_alpha,url_spam,na,2,233.7833471
1280,3200,8,0.1,RF,time(s),68.89974475,LSH_IS_F_alpha,url_spam,na,3,233.0329099
1281,3200,8,0.1,RF,time(s),69.24183726,LSH_IS_F_alpha,url_spam,na,4,233.441787
1280,3200,8,0.1,RF,time(s),68.88477874,LSH_IS_F_alpha,url_spam,na,5,234.2740495
1206,2996,14,0.1,RF,time(s),116.9941289,LSH_IS_F_alpha,eegEyeState,na,1,777.7245896
1193,2996,14,0.1,RF,time(s),115.4941308,LSH_IS_F_alpha,eegEyeState,na,2,777.7445583
1199,2996,14,0.1,RF,time(s),114.7481358,LSH_IS_F_alpha,eegEyeState,na,3,774.2658679
1204,2996,14,0.1,RF,time(s),115.8431995,LSH_IS_F_alpha,eegEyeState,na,4,772.0168886
1199,2996,14,0.1,RF,time(s),114.4658878,LSH_IS_F_alpha,eegEyeState,na,5,773.0820417
648,1625,18,0.1,RF,time(s),55.76689816,LSH_IS_F_alpha,mushroom,na,1,
649,1625,18,0.1,RF,time(s),56.04807734,LSH_IS_F_alpha,mushroom,na,2,123.3740289
648,1625,18,0.1,RF,time(s),55.89950633,LSH_IS_F_alpha,mushroom,na,3,124.5986993
648,1625,18,0.1,RF,time(s),55.87557578,LSH_IS_F_alpha,mushroom,na,4,123.0359225
650,1625,18,0.1,RF,time(s),55.98428416,LSH_IS_F_alpha,mushroom,na,5,122.3876591
848,1060,2,0.2,RF,time(s),64.70500898,LSH_IS_F_alpha,banana,na,1,136.7024851
849,1060,2,0.2,RF,time(s),63.65010333,LSH_IS_F_alpha,banana,na,2,136.7623265
849,1060,2,0.2,RF,time(s),64.22340608,LSH_IS_F_alpha,banana,na,3,136.6456132
848,1060,2,0.2,RF,time(s),63.88975763,LSH_IS_F_alpha,banana,na,4,137.0993924
849,1060,2,0.2,RF,time(s),64.51914215,LSH_IS_F_alpha,banana,na,5,136.6446397
1185,1480,20,0.2,RF,time(s),150.074487,LSH_IS_F_alpha,ringnorm,na,1,790.1611729
1183,1480,20,0.2,RF,time(s),151.8969755,LSH_IS_F_alpha,ringnorm,na,2,792.040168
1185,1480,20,0.2,RF,time(s),151.9311719,LSH_IS_F_alpha,ringnorm,na,3,789.6126657
1185,1480,20,0.2,RF,time(s),154.0226552,LSH_IS_F_alpha,ringnorm,na,4,792.286485
1183,1480,20,0.2,RF,time(s),153.928875,LSH_IS_F_alpha,ringnorm,na,5,791.8935609
1184,1480,20,0.2,RF,time(s),144.6896353,LSH_IS_F_alpha,twonorm,na,1,764.2535372
1184,1480,20,0.2,RF,time(s),146.0918458,LSH_IS_F_alpha,twonorm,na,2,763.6112542
1184,1480,20,0.2,RF,time(s),149.163259,LSH_IS_F_alpha,twonorm,na,3,753.8703201
1184,1480,20,0.2,RF,time(s),148.8621604,LSH_IS_F_alpha,twonorm,na,4,766.1065779
1183,1480,20,0.2,RF,time(s),148.154464,LSH_IS_F_alpha,twonorm,na,5,751.6462796
1475,1846,7,0.2,RF,time(s),83.12179852,LSH_IS_F_alpha,employee_salaries,na,1,207.3993003
1475,1846,7,0.2,RF,time(s),84.70216513,LSH_IS_F_alpha,employee_salaries,na,2,209.0508816
1475,1846,7,0.2,RF,time(s),83.89043713,LSH_IS_F_alpha,employee_salaries,na,3,211.5820994
1476,1846,7,0.2,RF,time(s),83.55101204,LSH_IS_F_alpha,employee_salaries,na,4,200.1706319
1476,1846,7,0.2,RF,time(s),81.43757534,LSH_IS_F_alpha,employee_salaries,na,5,206.99737
219,275,4,0.2,RF,time(s),52.21266627,LSH_IS_F_alpha,BankNote_Authentication,na,1,75.86717081
220,275,4,0.2,RF,time(s),53.26787829,LSH_IS_F_alpha,BankNote_Authentication,na,2,76.02472544
220,275,4,0.2,RF,time(s),51.97478032,LSH_IS_F_alpha,BankNote_Authentication,na,3,75.94892812
219,275,4,0.2,RF,time(s),51.97278619,LSH_IS_F_alpha,BankNote_Authentication,na,4,75.91003203
218,275,4,0.2,RF,time(s),52.16169143,LSH_IS_F_alpha,BankNote_Authentication,na,5,75.89507174
1248,1561,25,0.2,RF,time(s),138.9332287,LSH_IS_F_alpha,colleges,na,1,639.1794162
1247,1561,25,0.2,RF,time(s),140.3742101,LSH_IS_F_alpha,colleges,na,2,642.6162198
1248,1561,25,0.2,RF,time(s),140.241569,LSH_IS_F_alpha,colleges,na,3,646.2036498
1247,1561,25,0.2,RF,time(s),139.7099893,LSH_IS_F_alpha,colleges,na,4,642.1654255
1248,1561,25,0.2,RF,time(s),140.074419,LSH_IS_F_alpha,colleges,na,5,644.984849
2560,3200,8,0.2,RF,time(s),88.62948203,LSH_IS_F_alpha,url_spam,na,1,233.5549927
2560,3200,8,0.2,RF,time(s),89.52597308,LSH_IS_F_alpha,url_spam,na,2,233.7833471
2557,3200,8,0.2,RF,time(s),90.40804386,LSH_IS_F_alpha,url_spam,na,3,233.0329099
2560,3200,8,0.2,RF,time(s),88.56695342,LSH_IS_F_alpha,url_spam,na,4,233.441787
2560,3200,8,0.2,RF,time(s),91.38950372,LSH_IS_F_alpha,url_spam,na,5,234.2740495
2400,2996,14,0.2,RF,time(s),188.4254529,LSH_IS_F_alpha,eegEyeState,na,1,777.7245896
2391,2996,14,0.2,RF,time(s),186.7773664,LSH_IS_F_alpha,eegEyeState,na,2,777.7445583
2396,2996,14,0.2,RF,time(s),186.1033454,LSH_IS_F_alpha,eegEyeState,na,3,774.2658679
2396,2996,14,0.2,RF,time(s),186.4954255,LSH_IS_F_alpha,eegEyeState,na,4,772.0168886
2397,2996,14,0.2,RF,time(s),193.7443285,LSH_IS_F_alpha,eegEyeState,na,5,773.0820417
1299,1625,18,0.2,RF,time(s),64.98307729,LSH_IS_F_alpha,mushroom,na,1,
1299,1625,18,0.2,RF,time(s),65.00068784,LSH_IS_F_alpha,mushroom,na,2,123.3740289
1298,1625,18,0.2,RF,time(s),65.43049359,LSH_IS_F_alpha,mushroom,na,3,124.5986993
1300,1625,18,0.2,RF,time(s),65.42847419,LSH_IS_F_alpha,mushroom,na,4,123.0359225
1300,1625,18,0.2,RF,time(s),65.61155248,LSH_IS_F_alpha,mushroom,na,5,122.3876591
1272,1060,2,0.3,RF,time(s),70.99389744,LSH_IS_F_alpha,banana,na,1,136.7024851
1271,1060,2,0.3,RF,time(s),71.10282421,LSH_IS_F_alpha,banana,na,2,136.7623265
1273,1060,2,0.3,RF,time(s),68.85483694,LSH_IS_F_alpha,banana,na,3,136.6456132
1273,1060,2,0.3,RF,time(s),71.03500628,LSH_IS_F_alpha,banana,na,4,137.0993924
1271,1060,2,0.3,RF,time(s),69.23152184,LSH_IS_F_alpha,banana,na,5,136.6446397
1775,1480,20,0.3,RF,time(s),203.6570659,LSH_IS_F_alpha,ringnorm,na,1,790.1611729
1776,1480,20,0.3,RF,time(s),204.3314099,LSH_IS_F_alpha,ringnorm,na,2,792.040168
1777,1480,20,0.3,RF,time(s),209.7131131,LSH_IS_F_alpha,ringnorm,na,3,789.6126657
1777,1480,20,0.3,RF,time(s),217.3842375,LSH_IS_F_alpha,ringnorm,na,4,792.286485
1776,1480,20,0.3,RF,time(s),210.3114147,LSH_IS_F_alpha,ringnorm,na,5,791.8935609
1775,1480,20,0.3,RF,time(s),205.2647078,LSH_IS_F_alpha,twonorm,na,1,764.2535372
1775,1480,20,0.3,RF,time(s),199.863682,LSH_IS_F_alpha,twonorm,na,2,763.6112542
1775,1480,20,0.3,RF,time(s),208.1149144,LSH_IS_F_alpha,twonorm,na,3,753.8703201
1777,1480,20,0.3,RF,time(s),202.0747397,LSH_IS_F_alpha,twonorm,na,4,766.1065779
1777,1480,20,0.3,RF,time(s),200.9324672,LSH_IS_F_alpha,twonorm,na,5,751.6462796
2213,1846,7,0.3,RF,time(s),95.9913609,LSH_IS_F_alpha,employee_salaries,na,1,207.3993003
2213,1846,7,0.3,RF,time(s),95.5255022,LSH_IS_F_alpha,employee_salaries,na,2,209.0508816
2213,1846,7,0.3,RF,time(s),96.34329295,LSH_IS_F_alpha,employee_salaries,na,3,211.5820994
2214,1846,7,0.3,RF,time(s),96.28824258,LSH_IS_F_alpha,employee_salaries,na,4,200.1706319
2213,1846,7,0.3,RF,time(s),95.48835063,LSH_IS_F_alpha,employee_salaries,na,5,206.99737
329,275,4,0.3,RF,time(s),54.77818012,LSH_IS_F_alpha,BankNote_Authentication,na,1,75.86717081
329,275,4,0.3,RF,time(s),54.79744935,LSH_IS_F_alpha,BankNote_Authentication,na,2,76.02472544
330,275,4,0.3,RF,time(s),54.75758505,LSH_IS_F_alpha,BankNote_Authentication,na,3,75.94892812
328,275,4,0.3,RF,time(s),55.02283287,LSH_IS_F_alpha,BankNote_Authentication,na,4,75.91003203
330,275,4,0.3,RF,time(s),55.03079748,LSH_IS_F_alpha,BankNote_Authentication,na,5,75.89507174
1870,1561,25,0.3,RF,time(s),185.3462367,LSH_IS_F_alpha,colleges,na,1,639.1794162
1873,1561,25,0.3,RF,time(s),188.7132032,LSH_IS_F_alpha,colleges,na,2,642.6162198
1871,1561,25,0.3,RF,time(s),189.1700499,LSH_IS_F_alpha,colleges,na,3,646.2036498
1872,1561,25,0.3,RF,time(s),187.6679189,LSH_IS_F_alpha,colleges,na,4,642.1654255
1873,1561,25,0.3,RF,time(s),190.6071925,LSH_IS_F_alpha,colleges,na,5,644.984849
3839,3200,8,0.3,RF,time(s),106.1141808,LSH_IS_F_alpha,url_spam,na,1,233.5549927
3843,3200,8,0.3,RF,time(s),106.2228897,LSH_IS_F_alpha,url_spam,na,2,233.7833471
3848,3200,8,0.3,RF,time(s),106.1151783,LSH_IS_F_alpha,url_spam,na,3,233.0329099
3842,3200,8,0.3,RF,time(s),103.5839486,LSH_IS_F_alpha,url_spam,na,4,233.441787
3839,3200,8,0.3,RF,time(s),103.474242,LSH_IS_F_alpha,url_spam,na,5,234.2740495
3602,2996,14,0.3,RF,time(s),254.7935145,LSH_IS_F_alpha,eegEyeState,na,1,777.7245896
3587,2996,14,0.3,RF,time(s),251.0304179,LSH_IS_F_alpha,eegEyeState,na,2,777.7445583
3627,2996,14,0.3,RF,time(s),257.7970781,LSH_IS_F_alpha,eegEyeState,na,3,774.2658679
3587,2996,14,0.3,RF,time(s),248.8513527,LSH_IS_F_alpha,eegEyeState,na,4,772.0168886
3582,2996,14,0.3,RF,time(s),269.821105,LSH_IS_F_alpha,eegEyeState,na,5,773.0820417
1949,1625,18,0.3,RF,time(s),67.62911534,LSH_IS_F_alpha,mushroom,na,1,
1949,1625,18,0.3,RF,time(s),70.85836172,LSH_IS_F_alpha,mushroom,na,2,123.3740289
1950,1625,18,0.3,RF,time(s),70.30206966,LSH_IS_F_alpha,mushroom,na,3,124.5986993
1948,1625,18,0.3,RF,time(s),69.87411213,LSH_IS_F_alpha,mushroom,na,4,123.0359225
1948,1625,18,0.3,RF,time(s),69.76086402,LSH_IS_F_alpha,mushroom,na,5,122.3876591
1695,1060,2,0.4,RF,time(s),79.56814814,LSH_IS_F_alpha,banana,na,1,136.7024851
1694,1060,2,0.4,RF,time(s),79.24504089,LSH_IS_F_alpha,banana,na,2,136.7623265
1695,1060,2,0.4,RF,time(s),79.59011555,LSH_IS_F_alpha,banana,na,3,136.6456132
1695,1060,2,0.4,RF,time(s),78.90295744,LSH_IS_F_alpha,banana,na,4,137.0993924
1697,1060,2,0.4,RF,time(s),79.03860378,LSH_IS_F_alpha,banana,na,5,136.6446397
2369,1480,20,0.4,RF,time(s),285.1363599,LSH_IS_F_alpha,ringnorm,na,1,790.1611729
2369,1480,20,0.4,RF,time(s),279.4485767,LSH_IS_F_alpha,ringnorm,na,2,792.040168
2368,1480,20,0.4,RF,time(s),279.7886724,LSH_IS_F_alpha,ringnorm,na,3,789.6126657
2368,1480,20,0.4,RF,time(s),279.9013638,LSH_IS_F_alpha,ringnorm,na,4,792.286485
2369,1480,20,0.4,RF,time(s),282.308924,LSH_IS_F_alpha,ringnorm,na,5,791.8935609
2367,1480,20,0.4,RF,time(s),279.450577,LSH_IS_F_alpha,twonorm,na,1,764.2535372
2367,1480,20,0.4,RF,time(s),278.172987,LSH_IS_F_alpha,twonorm,na,2,763.6112542
2368,1480,20,0.4,RF,time(s),279.5173976,LSH_IS_F_alpha,twonorm,na,3,753.8703201
2369,1480,20,0.4,RF,time(s),288.4565084,LSH_IS_F_alpha,twonorm,na,4,766.1065779
2369,1480,20,0.4,RF,time(s),278.4642088,LSH_IS_F_alpha,twonorm,na,5,751.6462796
2952,1846,7,0.4,RF,time(s),114.9365835,LSH_IS_F_alpha,employee_salaries,na,1,207.3993003
2953,1846,7,0.4,RF,time(s),117.2593725,LSH_IS_F_alpha,employee_salaries,na,2,209.0508816
2953,1846,7,0.4,RF,time(s),117.3431485,LSH_IS_F_alpha,employee_salaries,na,3,211.5820994
2951,1846,7,0.4,RF,time(s),114.3501475,LSH_IS_F_alpha,employee_salaries,na,4,200.1706319
2953,1846,7,0.4,RF,time(s),116.7377706,LSH_IS_F_alpha,employee_salaries,na,5,206.99737
438,275,4,0.4,RF,time(s),55.91943479,LSH_IS_F_alpha,BankNote_Authentication,na,1,75.86717081
437,275,4,0.4,RF,time(s),55.76785111,LSH_IS_F_alpha,BankNote_Authentication,na,2,76.02472544
438,275,4,0.4,RF,time(s),55.97928357,LSH_IS_F_alpha,BankNote_Authentication,na,3,75.94892812
439,275,4,0.4,RF,time(s),55.99722815,LSH_IS_F_alpha,BankNote_Authentication,na,4,75.91003203
438,275,4,0.4,RF,time(s),55.76484251,LSH_IS_F_alpha,BankNote_Authentication,na,5,75.89507174
2497,1561,25,0.4,RF,time(s),253.7562988,LSH_IS_F_alpha,colleges,na,1,639.1794162
2497,1561,25,0.4,RF,time(s),253.8959188,LSH_IS_F_alpha,colleges,na,2,642.6162198
2498,1561,25,0.4,RF,time(s),253.8839495,LSH_IS_F_alpha,colleges,na,3,646.2036498
2498,1561,25,0.4,RF,time(s),253.5428693,LSH_IS_F_alpha,colleges,na,4,642.1654255
2496,1561,25,0.4,RF,time(s),254.1472523,LSH_IS_F_alpha,colleges,na,5,644.984849
4058,3200,8,0.4,RF,time(s),110.5902023,LSH_IS_F_alpha,url_spam,na,1,233.5549927
4021,3200,8,0.4,RF,time(s),110.7228489,LSH_IS_F_alpha,url_spam,na,2,233.7833471
4030,3200,8,0.4,RF,time(s),109.8482273,LSH_IS_F_alpha,url_spam,na,3,233.0329099
4015,3200,8,0.4,RF,time(s),109.5440066,LSH_IS_F_alpha,url_spam,na,4,233.441787
4056,3200,8,0.4,RF,time(s),110.1493895,LSH_IS_F_alpha,url_spam,na,5,234.2740495
4771,2996,14,0.4,RF,time(s),333.5917637,LSH_IS_F_alpha,eegEyeState,na,1,777.7245896
4794,2996,14,0.4,RF,time(s),334.8454113,LSH_IS_F_alpha,eegEyeState,na,2,777.7445583
4789,2996,14,0.4,RF,time(s),332.9454958,LSH_IS_F_alpha,eegEyeState,na,3,774.2658679
4794,2996,14,0.4,RF,time(s),333.6376412,LSH_IS_F_alpha,eegEyeState,na,4,772.0168886
4802,2996,14,0.4,RF,time(s),337.7167294,LSH_IS_F_alpha,eegEyeState,na,5,773.0820417
2599,1625,18,0.4,RF,time(s),76.10942984,LSH_IS_F_alpha,mushroom,na,1,
2600,1625,18,0.4,RF,time(s),76.67990422,LSH_IS_F_alpha,mushroom,na,2,123.3740289
2600,1625,18,0.4,RF,time(s),77.03895378,LSH_IS_F_alpha,mushroom,na,3,124.5986993
2599,1625,18,0.4,RF,time(s),76.01169634,LSH_IS_F_alpha,mushroom,na,4,123.0359225
2600,1625,18,0.4,RF,time(s),75.70949697,LSH_IS_F_alpha,mushroom,na,5,122.3876591
85,1060,2,0.02,NeuralNet,acc,0.431132075,byEntropy20,banana,na,1,0.902830189
212,1060,2,0.05,NeuralNet,acc,0.435849057,byEntropy20,banana,na,1,0.902830189
424,1060,2,0.1,NeuralNet,acc,0.518867925,byEntropy20,banana,na,1,0.902830189
636,1060,2,0.15,NeuralNet,acc,0.512264151,byEntropy20,banana,na,1,0.902830189
848,1060,2,0.2,NeuralNet,acc,0.84245283,byEntropy20,banana,na,1,0.902830189
1060,1060,2,0.25,NeuralNet,acc,0.850943396,byEntropy20,banana,na,1,0.902830189
1272,1060,2,0.3,NeuralNet,acc,0.859433962,byEntropy20,banana,na,1,0.902830189
1696,1060,2,0.4,NeuralNet,acc,0.854716981,byEntropy20,banana,na,1,0.902830189
4240,1060,2,1,NeuralNet,acc,0.902830189,byEntropy20,banana,na,1,0.902830189
4240,1060,2,1,NeuralNet,acc,0.902830189,noselect,banana,na,1,0.902830189
85,1060,2,0.02,NeuralNet,acc,0.411320755,byEntropy20,banana,na,2,0.909433962
212,1060,2,0.05,NeuralNet,acc,0.548113208,byEntropy20,banana,na,2,0.909433962
424,1060,2,0.1,NeuralNet,acc,0.493396226,byEntropy20,banana,na,2,0.909433962
636,1060,2,0.15,NeuralNet,acc,0.745283019,byEntropy20,banana,na,2,0.909433962
848,1060,2,0.2,NeuralNet,acc,0.851886792,byEntropy20,banana,na,2,0.909433962
1060,1060,2,0.25,NeuralNet,acc,0.862264151,byEntropy20,banana,na,2,0.909433962
1272,1060,2,0.3,NeuralNet,acc,0.85754717,byEntropy20,banana,na,2,0.909433962
1696,1060,2,0.4,NeuralNet,acc,0.832075472,byEntropy20,banana,na,2,0.909433962
4240,1060,2,1,NeuralNet,acc,0.905660377,byEntropy20,banana,na,2,0.909433962
4240,1060,2,1,NeuralNet,acc,0.909433962,noselect,banana,na,2,0.909433962
85,1060,2,0.02,NeuralNet,acc,0.499056604,byEntropy20,banana,na,3,0.905660377
212,1060,2,0.05,NeuralNet,acc,0.470754717,byEntropy20,banana,na,3,0.905660377
424,1060,2,0.1,NeuralNet,acc,0.531132075,byEntropy20,banana,na,3,0.905660377
636,1060,2,0.15,NeuralNet,acc,0.746226415,byEntropy20,banana,na,3,0.905660377
848,1060,2,0.2,NeuralNet,acc,0.768867925,byEntropy20,banana,na,3,0.905660377
1061,1060,2,0.25,NeuralNet,acc,0.833018868,byEntropy20,banana,na,3,0.905660377
1272,1060,2,0.3,NeuralNet,acc,0.833962264,byEntropy20,banana,na,3,0.905660377
1696,1060,2,0.4,NeuralNet,acc,0.860377358,byEntropy20,banana,na,3,0.905660377
4240,1060,2,1,NeuralNet,acc,0.908490566,byEntropy20,banana,na,3,0.905660377
4240,1060,2,1,NeuralNet,acc,0.905660377,noselect,banana,na,3,0.905660377
85,1060,2,0.02,NeuralNet,acc,0.418867925,byEntropy20,banana,na,4,0.899056604
212,1060,2,0.05,NeuralNet,acc,0.524528302,byEntropy20,banana,na,4,0.899056604
424,1060,2,0.1,NeuralNet,acc,0.506603774,byEntropy20,banana,na,4,0.899056604
636,1060,2,0.15,NeuralNet,acc,0.695283019,byEntropy20,banana,na,4,0.899056604
848,1060,2,0.2,NeuralNet,acc,0.840566038,byEntropy20,banana,na,4,0.899056604
1060,1060,2,0.25,NeuralNet,acc,0.797169811,byEntropy20,banana,na,4,0.899056604
1272,1060,2,0.3,NeuralNet,acc,0.810377358,byEntropy20,banana,na,4,0.899056604
1696,1060,2,0.4,NeuralNet,acc,0.824528302,byEntropy20,banana,na,4,0.899056604
4240,1060,2,1,NeuralNet,acc,0.898113208,byEntropy20,banana,na,4,0.899056604
4240,1060,2,1,NeuralNet,acc,0.899056604,noselect,banana,na,4,0.899056604
85,1060,2,0.02,NeuralNet,acc,0.426415094,byEntropy20,banana,na,5,0.888679245
212,1060,2,0.05,NeuralNet,acc,0.506603774,byEntropy20,banana,na,5,0.888679245
